Mid-point,Uncertainty,Time System,Source,#
2458900.8036181335,0.00042125973931287947,BJD_TDB,TESS,1
2458902.131328154,0.0006585976012033109,BJD_TDB,TESS,1
2458903.459450888,0.0004838567058004428,BJD_TDB,TESS,1
2458904.785861051,0.00043031770324306854,BJD_TDB,TESS,1
2458906.114560193,0.0003804347229546595,BJD_TDB,TESS,1
2458907.441196193,0.0005048683854958641,BJD_TDB,TESS,1
2458908.768540548,0.00044419790480396,BJD_TDB,TESS,1
2458910.095386172,0.0004529033331532397,BJD_TDB,TESS,1
2458911.422049785,0.0004636418680385176,BJD_TDB,TESS,1
2458916.731918376,0.0004882646606529279,BJD_TDB,TESS,1
2458918.0600009407,0.00047590294942954117,BJD_TDB,TESS,1
2458919.3879923783,0.0005674096137499009,BJD_TDB,TESS,1
2458920.7137020957,0.0005114221261278685,BJD_TDB,TESS,1
2458922.0416745436,0.0004753264477604999,BJD_TDB,TESS,1
2458923.3690634198,0.00045743561101511075,BJD_TDB,TESS,1
2458924.6965557267,0.0004381396244662367,BJD_TDB,TESS,1
2458926.024063561,0.0004881972614877903,BJD_TDB,TESS,1
