Mid-point,Uncertainty,Time System,Source,#
2459421.159671094,0.0014001286147850443,BJD_TDB,TESS,1
2459422.867929308,0.0016071008460723554,BJD_TDB,TESS,1
2459424.575658254,0.0013061762898526322,BJD_TDB,TESS,1
2459426.2819235553,0.001404350375970734,BJD_TDB,TESS,1
2459427.985268227,0.001372742501687194,BJD_TDB,TESS,1
2459431.398539834,0.0013021342067676162,BJD_TDB,TESS,1
2459434.811734152,0.0013189026504165846,BJD_TDB,TESS,1
2459436.515817492,0.0013512831439609697,BJD_TDB,TESS,1
2459438.2251075017,0.001238758202622196,BJD_TDB,TESS,1
2459439.9314949894,0.0011247881199996166,BJD_TDB,TESS,1
2459441.636674883,0.0015438661621117783,BJD_TDB,TESS,1
2459443.340779169,0.0017884816037601148,BJD_TDB,TESS,1
2459445.0488441368,0.0011289182281335756,BJD_TDB,TESS,1
