Mid-point,Uncertainty,Time System,Source,#
2458713.067894815,0.0002213369819101951,BJD_TDB,TESS,1
2458714.54845433,0.00021921453630047472,BJD_TDB,TESS,1
2458716.0295813563,0.00019455394831220985,BJD_TDB,TESS,1
2458717.5111672184,0.0003219627977863732,BJD_TDB,TESS,1
2458718.991839765,0.00022328755891775078,BJD_TDB,TESS,1
2458726.397384747,0.0002479456167117038,BJD_TDB,TESS,1
2458727.8782954775,0.001071118249290095,BJD_TDB,TESS,1
2458729.359579345,0.00023827035234571338,BJD_TDB,TESS,1
2458730.841089731,0.00023754660334958993,BJD_TDB,TESS,1
2458732.322380268,0.00024142447604939962,BJD_TDB,TESS,1
2458733.8028677306,0.0012232720292421125,BJD_TDB,TESS,1
