Mid-point,Uncertainty,Time System,Source,#
2458871.1000539646,0.00020124087005130603,BJD_TDB,TESS,1
2458873.355416726,0.00020586794855416296,BJD_TDB,TESS,1
2458875.6109941215,0.00019253582306195125,BJD_TDB,TESS,1
2458877.865794099,0.00017511136346977927,BJD_TDB,TESS,1
2458880.1211201414,0.00021394705675379072,BJD_TDB,TESS,1
2458882.376708836,0.0001928539669476748,BJD_TDB,TESS,1
2458886.8873704625,0.00022242876239524583,BJD_TDB,TESS,1
2458889.1422033324,0.00018611610294500314,BJD_TDB,TESS,1
2458891.397901577,0.00018083197116665288,BJD_TDB,TESS,1
2458893.653294858,0.00021027168169556872,BJD_TDB,TESS,1
2458895.9084093766,0.00020430754687502064,BJD_TDB,TESS,1
