Mid-point,Uncertainty,Time System,Source,#
2459420.6986069162,0.0006860317777571221,BJD_TDB,TESS,1
2459421.6679848945,0.0007198538541299516,BJD_TDB,TESS,1
2459422.637773399,0.000905380901428968,BJD_TDB,TESS,1
2459423.6063194475,0.0005730015993021002,BJD_TDB,TESS,1
2459424.5748030324,0.0008012837907914804,BJD_TDB,TESS,1
2459425.5448429836,0.0007820938916278128,BJD_TDB,TESS,1
2459426.5118312305,0.0007343873559471609,BJD_TDB,TESS,1
2459427.4818116394,0.0008350239266461501,BJD_TDB,TESS,1
2459428.452105763,0.0008783400999107545,BJD_TDB,TESS,1
2459429.420403743,0.0007465700093691474,BJD_TDB,TESS,1
2459430.3881320436,0.0008773756529645452,BJD_TDB,TESS,1
2459431.3575428054,0.0007093235983305576,BJD_TDB,TESS,1
2459432.3276764117,0.0006443376294081017,BJD_TDB,TESS,1
2459434.264235662,0.0007353194228668407,BJD_TDB,TESS,1
2459435.2315703197,0.0007288036175321523,BJD_TDB,TESS,1
2459436.2022635955,0.0007597062214615132,BJD_TDB,TESS,1
2459437.1708692373,0.0007749438677580773,BJD_TDB,TESS,1
2459438.14085855,0.0008895961723802106,BJD_TDB,TESS,1
2459439.10970682,0.0007717824230368583,BJD_TDB,TESS,1
2459440.0795739493,0.0008131771268768279,BJD_TDB,TESS,1
2459441.0481620254,0.0006845467037458629,BJD_TDB,TESS,1
2459442.017606029,0.000947897351774249,BJD_TDB,TESS,1
2459442.9860271504,0.0006368820960033128,BJD_TDB,TESS,1
2459443.955331909,0.0007601297745009944,BJD_TDB,TESS,1
2459444.9245800343,0.0007796506133369973,BJD_TDB,TESS,1
2459445.8910592785,0.0007368227678912694,BJD_TDB,TESS,1
