Mid-point,Uncertainty,Time System,Source,#
2458493.1885591233,0.0010811592319458145,BJD_TDB,TESS,1
2458494.7609043,0.0012776752232847128,BJD_TDB,TESS,1
2458496.3350315904,0.0011520506758005307,BJD_TDB,TESS,1
2458497.907874577,0.0012974937421943898,BJD_TDB,TESS,1
2458499.482248198,0.0009289581631998808,BJD_TDB,TESS,1
2458501.0548500516,0.0011672181788982966,BJD_TDB,TESS,1
2458502.629538139,0.0011187548989227934,BJD_TDB,TESS,1
2458505.7754480406,0.00109295733583822,BJD_TDB,TESS,1
2458507.3471257715,0.0013236071348970708,BJD_TDB,TESS,1
2458508.922763695,0.001178378037101711,BJD_TDB,TESS,1
2458510.494590258,0.001130325575285983,BJD_TDB,TESS,1
2458512.0678882916,0.001352359130567124,BJD_TDB,TESS,1
2458513.642322556,0.0010198193151005042,BJD_TDB,TESS,1
2458515.2136418023,0.0009623515551048205,BJD_TDB,TESS,1
