Mid-point,Uncertainty,Time System,Source,#
2459394.698325431,0.0005977114921793679,BJD_TDB,TESS,1
2459396.901834185,0.0007430967269902646,BJD_TDB,TESS,1
2459399.1073726015,0.0005757026296644633,BJD_TDB,TESS,1
2459401.311842963,0.0006722312294283252,BJD_TDB,TESS,1
2459403.5160285668,0.0006187456893619426,BJD_TDB,TESS,1
2459405.722327807,0.0005977528459165536,BJD_TDB,TESS,1
2459410.1301706135,0.0006930083522029003,BJD_TDB,TESS,1
2459412.3359780805,0.0006192843196917542,BJD_TDB,TESS,1
2459414.540506697,0.0005475923148722898,BJD_TDB,TESS,1
2459416.745560417,0.0006058039284781874,BJD_TDB,TESS,1
