Mid-point,Uncertainty,Time System,Source,#
2459309.5157558946,0.0028679277895154154,BJD_TDB,TESS,1
2459311.1223439435,0.002431940647183833,BJD_TDB,TESS,1
2459312.731517948,0.0026031801915336944,BJD_TDB,TESS,1
2459314.341284162,0.0023386030266585715,BJD_TDB,TESS,1
2459315.9507877794,0.002354469749548757,BJD_TDB,TESS,1
2459317.559227933,0.002620448336618263,BJD_TDB,TESS,1
2459322.388334838,0.002665431358886697,BJD_TDB,TESS,1
2459323.9976107487,0.0021582282413659054,BJD_TDB,TESS,1
2459325.609926627,0.0025659453075457615,BJD_TDB,TESS,1
2459327.213837574,0.0024680188937056904,BJD_TDB,TESS,1
2459328.8230617074,0.0027470986892257493,BJD_TDB,TESS,1
2459330.43313844,0.002032835771267072,BJD_TDB,TESS,1
2459332.0400519157,0.0026087971040155314,BJD_TDB,TESS,1
