Mid-point,Uncertainty,Time System,Source,#
2458654.1636143536,0.0005959865382188294,BJD_TDB,TESS,1
2458656.7137422585,0.0005553769181869435,BJD_TDB,TESS,1
2458659.261640668,0.0005063239134160237,BJD_TDB,TESS,1
2458661.812518959,0.0016163634990629307,BJD_TDB,TESS,1
2458664.360928141,0.0005383069187032771,BJD_TDB,TESS,1
2458666.910591806,0.0004939925261119441,BJD_TDB,TESS,1
2458669.461262337,0.0006562342646978808,BJD_TDB,TESS,1
2458672.009615272,0.0006645259038896732,BJD_TDB,TESS,1
2458674.560370277,0.0005164735745308174,BJD_TDB,TESS,1
2458677.1085040728,0.0006342617626918756,BJD_TDB,TESS,1
2458679.659911986,0.0005322691444019457,BJD_TDB,TESS,1
