Mid-point,Uncertainty,Time System,Source,#
2458984.839149373,0.00044275366940656717,BJD_TDB,TESS,1
2458986.1459905696,0.00046844322448271196,BJD_TDB,TESS,1
2458987.451496608,0.0004541134852565901,BJD_TDB,TESS,1
2458988.7579925978,0.0004625863997553873,BJD_TDB,TESS,1
2458990.064731448,0.0003635980874625059,BJD_TDB,TESS,1
2458991.3700608523,0.0004279077803094104,BJD_TDB,TESS,1
2458992.6771388375,0.00041327952828697456,BJD_TDB,TESS,1
2458993.982930875,0.00041676608688622803,BJD_TDB,TESS,1
2458995.2894059424,0.0004171854364570365,BJD_TDB,TESS,1
2458997.9019057653,0.00043174012637931317,BJD_TDB,TESS,1
2458999.2071742476,0.00046871765675484696,BJD_TDB,TESS,1
2459000.5142498966,0.0004774060920182721,BJD_TDB,TESS,1
2459001.818953594,0.00044127372701277355,BJD_TDB,TESS,1
2459003.1256028735,0.00048239231039932966,BJD_TDB,TESS,1
2459004.432232467,0.00042020244050697074,BJD_TDB,TESS,1
2459005.737524653,0.0004674278995224928,BJD_TDB,TESS,1
2459007.044796572,0.0003874658960237576,BJD_TDB,TESS,1
2459008.350832409,0.0004266894552196461,BJD_TDB,TESS,1
