Mid-point,Uncertainty,Time System,Source,#
2459088.7348280326,0.0004110019822603337,BJD_TDB,TESS,1
2459090.1215506895,0.0004772691965341921,BJD_TDB,TESS,1
2459091.509118501,0.0004788926640258165,BJD_TDB,TESS,1
2459092.8947007433,0.00044120484687077555,BJD_TDB,TESS,1
2459094.281792861,0.0004244259999407707,BJD_TDB,TESS,1
2459095.6686223876,0.00038031116259035024,BJD_TDB,TESS,1
2459097.0552324145,0.00043064921358831226,BJD_TDB,TESS,1
2459102.601785333,0.0004554608898613416,BJD_TDB,TESS,1
2459103.987865586,0.0008314826102986004,BJD_TDB,TESS,1
2459105.375638985,0.0004921275236995785,BJD_TDB,TESS,1
2459106.761197111,0.000472086890619093,BJD_TDB,TESS,1
2459108.1495644148,0.0004880658569668449,BJD_TDB,TESS,1
2459109.535080103,0.0004384680400863694,BJD_TDB,TESS,1
2459110.9219011674,0.00039436726220288295,BJD_TDB,TESS,1
2459112.3074636487,0.0004928334983166915,BJD_TDB,TESS,1
