Mid-point,Uncertainty,Time System,Source,#
2459421.1557453666,0.0006685020311962935,BJD_TDB,TESS,1
2459423.3591602426,0.0007197211074175899,BJD_TDB,TESS,1
2459425.5642802045,0.0007362506710768377,BJD_TDB,TESS,1
2459427.768280826,0.0006719310103741021,BJD_TDB,TESS,1
2459429.9745376855,0.0006888132950999998,BJD_TDB,TESS,1
2459432.1777329813,0.0006454520950052996,BJD_TDB,TESS,1
2459434.3822451197,0.0006176643035991625,BJD_TDB,TESS,1
2459436.5882088463,0.0007183305755927983,BJD_TDB,TESS,1
2459438.790763877,0.0006636248889411738,BJD_TDB,TESS,1
2459440.997092745,0.0005896348153221872,BJD_TDB,TESS,1
2459443.2013116255,0.0007150985152444656,BJD_TDB,TESS,1
2459445.406851255,0.0006907172736814141,BJD_TDB,TESS,1
