Mid-point,Uncertainty,Time System,Source,#
2459256.445210895,0.0010688619512321442,BJD_TDB,TESS,1
2459257.810916491,0.0009727169956723639,BJD_TDB,TESS,1
2459259.179304872,0.0010155846981712202,BJD_TDB,TESS,1
2459260.5465569873,0.0010372677789430912,BJD_TDB,TESS,1
2459261.9111606507,0.0010845054299088352,BJD_TDB,TESS,1
2459263.2784209605,0.0008726388492732497,BJD_TDB,TESS,1
2459264.645168673,0.0010808062887944555,BJD_TDB,TESS,1
2459272.846890441,0.0009856066484102918,BJD_TDB,TESS,1
2459274.2120772,0.0011241009622290354,BJD_TDB,TESS,1
2459275.57804806,0.0009271854128271724,BJD_TDB,TESS,1
2459276.947427363,0.0010653445055520384,BJD_TDB,TESS,1
2459278.3136579073,0.0008904775111136473,BJD_TDB,TESS,1
2459279.679139989,0.0010063684358324284,BJD_TDB,TESS,1
