Mid-point,Uncertainty,Time System,Source,#
2458843.5152145806,0.0006937531665738799,BJD_TDB,TESS,1
2458845.1614499986,0.0009394647132545669,BJD_TDB,TESS,1
2458846.8063826826,0.00046221345648654605,BJD_TDB,TESS,1
2458848.4516637516,0.0007551928842292317,BJD_TDB,TESS,1
2458850.096418166,0.0006589839627687914,BJD_TDB,TESS,1
2458853.3876881287,0.0008509344853819404,BJD_TDB,TESS,1
2458856.6785114724,0.0010509527163766403,BJD_TDB,TESS,1
2458858.3217485617,0.0009705213198355655,BJD_TDB,TESS,1
2458859.9664009716,0.001144920638698193,BJD_TDB,TESS,1
2458861.6146234786,0.0007425355329533159,BJD_TDB,TESS,1
2458863.25843867,0.0007370832429200424,BJD_TDB,TESS,1
2458864.904235581,0.0011301826416764416,BJD_TDB,TESS,1
2458866.5497131203,0.0009519886445858872,BJD_TDB,TESS,1
2458868.194958454,0.0007573518066427818,BJD_TDB,TESS,1
