Mid-point,Uncertainty,Time System,Source,#
2459036.596670202,0.0005799713283635695,BJD_TDB,TESS,1
2459039.1468048203,0.0005979293182844462,BJD_TDB,TESS,1
2459041.696332743,0.00045096744743600706,BJD_TDB,TESS,1
2459044.2460513543,0.0005101355615500776,BJD_TDB,TESS,1
2459046.795428026,0.0006378034082805545,BJD_TDB,TESS,1
2459049.3458436173,0.0005093696639733678,BJD_TDB,TESS,1
2459051.8955105706,0.0004804078108948192,BJD_TDB,TESS,1
2459054.445708509,0.0005043862192686685,BJD_TDB,TESS,1
2459056.9944525803,0.0004934315686871308,BJD_TDB,TESS,1
2459059.543818665,0.0005308803873180179,BJD_TDB,TESS,1
