Mid-point,Uncertainty,Time System,Source,#
2459202.423490837,0.0014049617216322437,BJD_TDB,TESS,1
2459203.933808309,0.001357764299798789,BJD_TDB,TESS,1
2459205.4436349156,0.0010802705695762919,BJD_TDB,TESS,1
2459206.955083275,0.0014072613181041423,BJD_TDB,TESS,1
2459208.4627533904,0.0011239171832959586,BJD_TDB,TESS,1
2459209.97052546,0.0014639001397052812,BJD_TDB,TESS,1
2459211.4816272906,0.0013722043926551661,BJD_TDB,TESS,1
2459212.9914923892,0.001541661164463422,BJD_TDB,TESS,1
2459216.007363102,0.0010382288973394462,BJD_TDB,TESS,1
2459217.51578898,0.0014488354459531302,BJD_TDB,TESS,1
2459219.025538932,0.001232253640189116,BJD_TDB,TESS,1
2459220.5327825737,0.001820428350109868,BJD_TDB,TESS,1
2459222.0430479143,0.001355270397044338,BJD_TDB,TESS,1
2459223.5507960403,0.0016507392368343451,BJD_TDB,TESS,1
2459225.0625862894,0.0013205715996086067,BJD_TDB,TESS,1
2459226.5703352294,0.001381727108724172,BJD_TDB,TESS,1
