Mid-point,Uncertainty,Time System,Source,#
2459420.1620327192,0.000678102184811096,BJD_TDB,TESS,1
2459422.631484999,0.0005038898233727577,BJD_TDB,TESS,1
2459425.103357257,0.0004529928123876402,BJD_TDB,TESS,1
2459427.5732465084,0.0005001084553287095,BJD_TDB,TESS,1
2459430.0436723805,0.00038134092015582245,BJD_TDB,TESS,1
2459434.986014395,0.0004222167995759983,BJD_TDB,TESS,1
2459437.4561708407,0.00042043899032134086,BJD_TDB,TESS,1
2459439.9262887267,0.0004025902195985549,BJD_TDB,TESS,1
2459442.3972765077,0.0004597162235794838,BJD_TDB,TESS,1
2459444.8679831894,0.00041183950240698667,BJD_TDB,TESS,1
