Mid-point,Uncertainty,Time System,Source,#
2459391.063842072,0.0004288753789115176,BJD_TDB,TESS,1
2459392.3693622774,0.0004758986714706254,BJD_TDB,TESS,1
2459393.6755405283,0.000434659889233625,BJD_TDB,TESS,1
2459394.981698686,0.00046538612673302016,BJD_TDB,TESS,1
2459396.2883146163,0.0004554930420999201,BJD_TDB,TESS,1
2459397.594656929,0.000528327225507897,BJD_TDB,TESS,1
2459398.900336261,0.0004994483902974974,BJD_TDB,TESS,1
2459400.206802125,0.00046147688817123046,BJD_TDB,TESS,1
2459401.513304947,0.0004000273668067155,BJD_TDB,TESS,1
2459402.81965932,0.0004388717908700864,BJD_TDB,TESS,1
2459404.1246915814,0.00043271338916502496,BJD_TDB,TESS,1
2459405.4307801337,0.00044307931212176575,BJD_TDB,TESS,1
2459406.7387643657,0.0004931440038219774,BJD_TDB,TESS,1
2459408.0433562803,0.0005585397529930572,BJD_TDB,TESS,1
2459409.3498003953,0.0004599485696819212,BJD_TDB,TESS,1
2459410.6565157934,0.0004210462380076517,BJD_TDB,TESS,1
2459411.962366228,0.0004456214274634647,BJD_TDB,TESS,1
2459413.2683733404,0.0004815895503950749,BJD_TDB,TESS,1
2459414.5751384785,0.000438098179176773,BJD_TDB,TESS,1
2459415.8813878614,0.0004709749996330906,BJD_TDB,TESS,1
2459417.187559047,0.0004328920499025381,BJD_TDB,TESS,1
2459418.4925075835,0.00039096729267731027,BJD_TDB,TESS,1
