Mid-point,Uncertainty,Time System,Source,#
2458684.7728473204,0.0007293288752038885,BJD_TDB,TESS,1
2458686.97691353,0.0007050320098406708,BJD_TDB,TESS,1
2458689.181605329,0.000723685050720077,BJD_TDB,TESS,1
2458691.386283223,0.000600960946551571,BJD_TDB,TESS,1
2458693.591202479,0.0006330946026227354,BJD_TDB,TESS,1
2458695.795282445,0.0006765287679488072,BJD_TDB,TESS,1
2458698.0006741253,0.0007230919598044749,BJD_TDB,TESS,1
2458700.205550409,0.0006386798710341235,BJD_TDB,TESS,1
2458702.410518116,0.0007531949069708632,BJD_TDB,TESS,1
2458704.6143896296,0.0006899998251642501,BJD_TDB,TESS,1
2458706.81984818,0.000697193406761612,BJD_TDB,TESS,1
2458709.024429066,0.0006918277290174646,BJD_TDB,TESS,1
