Mid-point,Uncertainty,Time System,Source,#
2458984.3688406134,0.0014945840820300596,BJD_TDB,TESS,1
2458986.54184651,0.0013554134003948995,BJD_TDB,TESS,1
2458988.717511638,0.0017372220353393806,BJD_TDB,TESS,1
2458990.8951571276,0.001977903537340038,BJD_TDB,TESS,1
2458993.066073318,0.0014557754367719546,BJD_TDB,TESS,1
2458995.242388036,0.0016894727667798482,BJD_TDB,TESS,1
2458997.4141778527,0.0017382690457582685,BJD_TDB,TESS,1
2458999.5895742024,0.001406755790594081,BJD_TDB,TESS,1
2459001.7656526626,0.0014761972865718813,BJD_TDB,TESS,1
2459003.9397827224,0.001725837795676597,BJD_TDB,TESS,1
2459006.11556029,0.001808592644639131,BJD_TDB,TESS,1
2459008.2890801113,0.001572818693862731,BJD_TDB,TESS,1
