Mid-point,Uncertainty,Time System,Source,#
2458956.289585106,0.00039595815634683903,BJD_TDB,TESS,1
2458957.7102650735,0.00045991514725005154,BJD_TDB,TESS,1
2458959.1306297192,0.0004198773155983683,BJD_TDB,TESS,1
2458960.5494198143,0.0004708368532510777,BJD_TDB,TESS,1
2458961.9697102103,0.0004746235910938788,BJD_TDB,TESS,1
2458963.3905131198,0.00043675248617279066,BJD_TDB,TESS,1
2458964.8097198787,0.0004188630809546831,BJD_TDB,TESS,1
2458966.230501359,0.0004401306949219087,BJD_TDB,TESS,1
2458967.6501100427,0.0004927768867071764,BJD_TDB,TESS,1
2458970.4903728673,0.0004940627754726074,BJD_TDB,TESS,1
2458971.9105322,0.0004961908593773303,BJD_TDB,TESS,1
2458973.3301121877,0.00046791170192552503,BJD_TDB,TESS,1
2458974.750498513,0.0004323151426944064,BJD_TDB,TESS,1
2458976.1692460463,0.0004003887701359,BJD_TDB,TESS,1
2458977.590292521,0.0004511596735129993,BJD_TDB,TESS,1
2458979.010744216,0.0004365774227463047,BJD_TDB,TESS,1
2458980.4307124107,0.00048542197789932867,BJD_TDB,TESS,1
2458981.849962924,0.00036866267514689506,BJD_TDB,TESS,1
