Mid-point,Uncertainty,Time System,Source,#
2459421.0418056813,0.00019371584386079495,BJD_TDB,TESS,1
2459422.523219654,0.00025481040126095215,BJD_TDB,TESS,1
2459424.004503548,0.0001791750079337961,BJD_TDB,TESS,1
2459425.485796905,0.00023354283644056882,BJD_TDB,TESS,1
2459426.966690725,0.00016840621591455619,BJD_TDB,TESS,1
2459428.448410936,0.00018279582925707018,BJD_TDB,TESS,1
2459429.92887199,0.0002340621164841662,BJD_TDB,TESS,1
2459431.409752991,0.00046287184853641963,BJD_TDB,TESS,1
2459434.372170755,0.00024317961318063848,BJD_TDB,TESS,1
2459435.853088895,0.00022729989078371543,BJD_TDB,TESS,1
2459437.3342182003,0.00015514264465008078,BJD_TDB,TESS,1
2459438.8156004963,0.0001579877920157214,BJD_TDB,TESS,1
2459440.296445248,0.00018767339614487872,BJD_TDB,TESS,1
2459441.778256811,0.00019434652097552005,BJD_TDB,TESS,1
2459443.259123868,0.00022497681769278403,BJD_TDB,TESS,1
2459444.739714889,0.00021123841673462555,BJD_TDB,TESS,1
2459446.2211179878,0.00022747438777549934,BJD_TDB,TESS,1
