Mid-point,Uncertainty,Time System,Source,#
2458871.487337335,0.0011331877572393378,BJD_TDB,TESS,1
2458874.7756634685,0.0008385719609324679,BJD_TDB,TESS,1
2458876.4208854157,0.0008416111998221677,BJD_TDB,TESS,1
2458878.06724333,0.0007952572077403671,BJD_TDB,TESS,1
2458879.711732333,0.0008125143309779708,BJD_TDB,TESS,1
2458881.3584864363,0.0007900149687495353,BJD_TDB,TESS,1
2458883.0044874083,0.0010385459143458493,BJD_TDB,TESS,1
2458887.9382110345,0.0006475318632795138,BJD_TDB,TESS,1
2458889.584612952,0.0007715022835409654,BJD_TDB,TESS,1
2458891.2310213996,0.0005763975289205879,BJD_TDB,TESS,1
2458892.8752008774,0.0007076478355478967,BJD_TDB,TESS,1
2458894.5206778445,0.0008030254826857174,BJD_TDB,TESS,1
2458896.1661651824,0.00121315365426436,BJD_TDB,TESS,1
