Mid-point,Uncertainty,Time System,Source,#
2459282.438877913,0.00022923166111713975,BJD_TDB,TESS,1
2459285.262360186,0.00021595570715422403,BJD_TDB,TESS,1
2459288.0862514745,0.000192878947244648,BJD_TDB,TESS,1
2459290.9109643227,0.00022927091381517816,BJD_TDB,TESS,1
2459296.5586155374,0.0005388640875592239,BJD_TDB,TESS,1
2459299.3825734826,0.0006186720150865865,BJD_TDB,TESS,1
2459302.2068545204,0.00020627405221027421,BJD_TDB,TESS,1
2459305.031054441,0.00029024855104870824,BJD_TDB,TESS,1
