Mid-point,Uncertainty,Time System,Source,#
2458572.1246930915,0.0013866918471152146,BJD_TDB,TESS,1
2458573.479947888,0.0008923976060099035,BJD_TDB,TESS,1
2458574.83535156,0.000926964720064232,BJD_TDB,TESS,1
2458576.1899305494,0.0008788000049400518,BJD_TDB,TESS,1
2458577.543532861,0.0009503630899780036,BJD_TDB,TESS,1
2458578.8979649097,0.0007408598993077714,BJD_TDB,TESS,1
2458580.251415603,0.0008358890783715952,BJD_TDB,TESS,1
2458581.608128033,0.0010361361485195775,BJD_TDB,TESS,1
2458585.6682471633,0.0009777613347528764,BJD_TDB,TESS,1
2458587.0235905135,0.0008017326480125402,BJD_TDB,TESS,1
2458588.3741440396,0.0008705149234140126,BJD_TDB,TESS,1
2458589.7310656025,0.0008909102759605978,BJD_TDB,TESS,1
2458591.0850786134,0.000846979605704925,BJD_TDB,TESS,1
2458592.4388116617,0.0008800457707314761,BJD_TDB,TESS,1
2458593.7920488934,0.0007737206868234503,BJD_TDB,TESS,1
2458595.148253177,0.0008382756277238268,BJD_TDB,TESS,1
