Mid-point,Uncertainty,Time System,Source,#
2458356.1025307784,0.001788452073589501,BJD_TDB,TESS,1
2458358.79236279,0.003035124703312755,BJD_TDB,TESS,1
2458361.475518688,0.002948087238346798,BJD_TDB,TESS,1
2458364.15271311,0.002223106782288917,BJD_TDB,TESS,1
2458366.8437118833,0.0027008923238654656,BJD_TDB,TESS,1
2458369.5362598985,0.002737859279225336,BJD_TDB,TESS,1
2458372.2223794106,0.002686092654536738,BJD_TDB,TESS,1
2458374.904025028,0.0020524286056484552,BJD_TDB,TESS,1
2458377.591197769,0.0018350306180260538,BJD_TDB,TESS,1
2458380.2790508363,0.0024545364528787577,BJD_TDB,TESS,1
